Order ID,Cust Name,Cust ID,Customer Email,Customer Age,Customer Gender,Customer Region,Customer City,Product Name,Product ID,Product Category,Unit Price,Quantity,Discount (%),Total Amount,Payment Method,Order Status,Order Date,Delivery Days,Rating
ORD-001359,Betty Brown,CUST-0340,betty.brown340@example.com,69,Male,Central,Nagpur,Tea Kettle,PROD-0030,Home & Kitchen,40.05,2,20,64.08,UPI,Completed,2025-01-22,3,
ORD-001360,Daniel Rao,CUST-0078,daniel.rao78@example.com,40,Female,South,Kochi,Cycling Gloves,PROD-0049,Sports,31.15,3,10,84.1,Credit Card,Completed,2025-06-07,9,4
ORD-001361,Patricia Martin,CUST-0392,patricia.martin392@example.com,30,Other,East,Bhubaneswar,Tennis Racket,PROD-0047,Sports,61.92,5,5,294.12,Wallet,Returned,2024-02-14,,
ORD-001362,Anthony Menon,CUST-0062,anthony.menon62@example.com,22,Male,South,Hyderabad,Denim Jeans,PROD-0012,Clothing,82.97,4,20,265.5,Credit Card,Completed,2024-10-30,10,1
ORD-001363,Suresh Sharma,CUST-0453,suresh.sharma453@example.com,47,Other,North,Jaipur,Casual Shorts,PROD-0017,Clothing,29.07,2,5,55.23,Wallet,Cancelled,2025-06-07,,
ORD-001364,William Kumar,CUST-0640,william.kumar640@example.com,21,Female,Central,Jabalpur,Keyboard Mechanical,PROD-0007,Electronics,97.82,4,10,352.15,Credit Card,Completed,2024-05-17,5,2
ORD-001365,Manoj Desai,CUST-0427,manoj.desai427@example.com,28,Other,North,Jaipur,Knife Set,PROD-0025,Home & Kitchen,68.52,2,5,130.19,Debit Card,Completed,2024-10-21,8,5
ORD-001366,Reyansh Iyer,CUST-0152,reyansh.iyer152@example.com,37,Male,South,Coimbatore,Smartwatch,PROD-0005,Electronics,158.2,2,0,316.4,UPI,Returned,2024-06-30,,
ORD-001367,Nisha Clark,CUST-0157,nisha.clark157@example.com,33,Male,North,Chandigarh,Running Shoes,PROD-0014,Clothing,41.04,3,10,110.81,Credit Card,Completed,2024-12-20,12,4
ORD-001368,Mia White,CUST-0472,mia.white472@example.com,30,Other,North,Delhi,Smartwatch,PROD-0005,Electronics,158.2,3,10,427.14,Net Banking,Returned,2024-01-16,,
ORD-001369,Arjun Jones,CUST-0775,arjun.jones775@example.com,57,Male,East,Ranchi,Cotton T-Shirt,PROD-0011,Clothing,30.65,2,5,58.23,UPI,Completed,2024-06-21,11,5
ORD-001370,Isha Patel,CUST-0655,isha.patel655@example.com,20,Female,East,Kolkata,Swimming Goggles,PROD-0048,Sports,16.81,1,5,15.97,Debit Card,Completed,2025-03-31,5,4
ORD-001371,Jennifer Singh,CUST-0228,jennifer.singh228@example.com,30,Male,West,Ahmedabad,Resistance Bands,PROD-0043,Sports,22.74,1,0,22.74,UPI,Completed,2024-03-23,8,4
ORD-001372,Sarah Thomas,CUST-0366,sarah.thomas366@example.com,51,Male,North,Delhi,Casual Shorts,PROD-0017,Clothing,29.07,3,0,87.21,Cash on Delivery,Cancelled,2025-07-30,,
ORD-001373,Priya Mehta,CUST-0712,priya.mehta712@example.com,26,Male,South,Chennai,Cotton T-Shirt,PROD-0011,Clothing,30.65,1,15,26.05,Debit Card,Completed,2024-07-01,1,5
ORD-001374,Sarah Bhat,CUST-0520,sarah.bhat520@example.com,48,Male,West,Ahmedabad,Resistance Bands,PROD-0043,Sports,22.74,4,0,90.96,Wallet,Completed,2025-10-31,1,4
ORD-001375,Richard Jackson,CUST-0363,richard.jackson363@example.com,38,Other,North,Chandigarh,Laptop Stand,PROD-0009,Electronics,59.55,1,5,56.57,Credit Card,Pending,2025-02-05,,
ORD-001376,Aanya Wright,CUST-0124,aanya.wright124@example.com,24,Other,South,Hyderabad,Cotton T-Shirt,PROD-0011,Clothing,30.65,2,5,58.23,Credit Card,Completed,2024-12-08,14,4
ORD-001377,Mason Anderson,CUST-0489,mason.anderson489@example.com,18,Other,West,Mumbai,Swimming Goggles,PROD-0048,Sports,16.81,1,10,15.13,Cash on Delivery,Returned,2024-10-12,,
ORD-001378,Nikhil Clark,CUST-0065,nikhil.clark65@example.com,34,Male,North,Chandigarh,Formal Shirt,PROD-0015,Clothing,57.36,4,0,229.44,Debit Card,Completed,2024-02-25,14,
ORD-001379,Nancy Pillai,CUST-0375,nancy.pillai375@example.com,47,Male,West,Ahmedabad,USB-C Hub,PROD-0003,Electronics,61.28,3,0,183.84,Net Banking,Pending,2024-09-13,,
ORD-001380,Ayaan Lopez,CUST-0156,ayaan.lopez156@example.com,58,Male,North,Chandigarh,Winter Jacket,PROD-0016,Clothing,125.83,2,5,239.08,Wallet,Completed,2024-10-15,1,5
ORD-001381,Sara Rodriguez,CUST-0238,sara.rodriguez238@example.com,57,Male,Central,Indore,Python Programming,PROD-0031,Books,22.63,2,5,43.0,Cash on Delivery,Pending,2024-08-03,,
ORD-001382,Michael Moore,CUST-0607,michael.moore607@example.com,67,Male,South,Kochi,Sports Socks (3-pack),PROD-0018,Clothing,13.94,1,10,12.55,Cash on Delivery,Returned,2024-12-30,,
ORD-001383,Donald Menon,CUST-0020,donald.menon20@example.com,55,Female,Central,Raipur,Hoodie,PROD-0013,Clothing,50.64,1,0,50.64,UPI,Returned,2025-02-24,,
ORD-001384,Suresh Shah,CUST-0099,suresh.shah99@example.com,21,Other,Central,Raipur,Cap,PROD-0019,Clothing,12.46,2,10,22.43,Wallet,Pending,2024-05-11,,
ORD-001385,Ashley Sharma,CUST-0048,ashley.sharma48@example.com,28,Female,North,Chandigarh,Machine Learning Guide,PROD-0033,Books,42.63,1,0,42.63,UPI,Cancelled,2024-02-28,,
ORD-001386,Sara Young,CUST-0688,sara.young688@example.com,42,Female,North,Delhi,Machine Learning Guide,PROD-0033,Books,42.63,4,10,153.47,Credit Card,Pending,2024-12-08,,
ORD-001387,Charles Kumar,CUST-0323,charles.kumar323@example.com,56,Other,North,Lucknow,Monitor Stand,PROD-0008,Electronics,53.18,2,20,85.09,Cash on Delivery,Completed,2025-04-22,3,3
ORD-001388,Nancy Thomas,CUST-0054,nancy.thomas54@example.com,21,Other,Central,Indore,Python Programming,PROD-0031,Books,22.63,1,0,22.63,Debit Card,Returned,2025-08-09,,
ORD-001389,Diya Young,CUST-0582,diya.young582@example.com,22,Other,West,Ahmedabad,Keyboard Mechanical,PROD-0007,Electronics,97.82,2,5,185.86,Credit Card,Completed,2025-05-11,14,5
ORD-001390,Charles Malhotra,CUST-0206,charles.malhotra206@example.com,48,Male,South,Kochi,Basketball,PROD-0046,Sports,39.63,1,5,37.65,Wallet,Pending,2025-11-26,,
ORD-001391,Neha Rodriguez,CUST-0284,neha.rodriguez284@example.com,46,Other,North,Lucknow,Web Development,PROD-0034,Books,44.41,1,10,39.97,Debit Card,Cancelled,2025-05-13,,
ORD-001392,Divya Moore,CUST-0491,divya.moore491@example.com,50,Other,East,Kolkata,Cap,PROD-0019,Clothing,12.46,3,10,33.64,Debit Card,Completed,2025-02-18,1,4
ORD-001393,Thomas Smith,CUST-0404,thomas.smith404@example.com,44,Other,West,Pune,Knife Set,PROD-0025,Home & Kitchen,68.52,3,15,174.73,Cash on Delivery,Completed,2025-04-26,2,3
ORD-001394,Vikram Miller,CUST-0109,vikram.miller109@example.com,62,Male,West,Goa,Business Strategy,PROD-0035,Books,33.11,1,5,31.45,UPI,Completed,2025-08-31,9,5
ORD-001395,Patricia Bhat,CUST-0136,patricia.bhat136@example.com,53,Male,Central,Nagpur,Business Strategy,PROD-0035,Books,33.11,2,10,59.6,Debit Card,Completed,2024-10-15,5,3
ORD-001396,Sneha Reddy,CUST-0793,sneha.reddy793@example.com,47,Female,West,Surat,Non-Stick Pan,PROD-0024,Home & Kitchen,32.73,1,0,32.73,Wallet,Pending,2025-02-09,,
ORD-001397,Rohit Chopra,CUST-0337,rohit.chopra337@example.com,59,Female,East,Kolkata,Python Programming,PROD-0031,Books,22.63,5,5,107.49,Cash on Delivery,Completed,2025-12-07,7,4
ORD-001398,Ayaan Allen,CUST-0053,ayaan.allen53@example.com,21,Other,East,Kolkata,Running Shoes,PROD-0014,Clothing,41.04,2,0,82.08,Net Banking,Completed,2024-07-20,8,4
ORD-001399,Charles Kumar,CUST-0323,charles.kumar323@example.com,56,Other,North,Lucknow,External SSD 1TB,PROD-0010,Electronics,77.83,1,10,70.05,Net Banking,Completed,2024-03-09,6,4
ORD-001400,Amit Lopez,CUST-0275,amit.lopez275@example.com,23,Female,West,Ahmedabad,Cotton T-Shirt,PROD-0011,Clothing,30.65,2,20,49.04,Credit Card,Completed,2025-06-11,13,5
ORD-001401,Rajesh Anderson,CUST-0215,rajesh.anderson215@example.com,69,Male,East,Patna,Travel Guide,PROD-0040,Books,22.38,3,5,63.78,Net Banking,Completed,2025-09-05,3,5
ORD-001402,Sarah Williams,CUST-0043,sarah.williams43@example.com,47,Other,West,Surat,Web Development,PROD-0034,Books,44.41,2,25,66.61,Net Banking,Completed,2024-07-11,10,5
ORD-001403,Mary Jones,CUST-0243,mary.jones243@example.com,36,Female,Central,Jabalpur,Cap,PROD-0019,Clothing,12.46,3,0,37.38,Net Banking,Completed,2024-03-27,10,5
ORD-001404,Vikram Bhat,CUST-0738,vikram.bhat738@example.com,19,Other,West,Goa,Scarf,PROD-0020,Clothing,33.28,2,5,63.23,Net Banking,Completed,2025-05-16,11,5
ORD-001405,Sunita Robinson,CUST-0475,sunita.robinson475@example.com,43,Male,Central,Indore,USB-C Hub,PROD-0003,Electronics,61.28,1,10,55.15,Net Banking,Completed,2025-09-22,10,
ORD-001406,Meena Garcia,CUST-0547,meena.garcia547@example.com,58,Other,South,Chennai,Smartwatch,PROD-0005,Electronics,158.2,2,5,300.58,UPI,Cancelled,2025-02-02,,
ORD-001407,Linda Clark,CUST-0589,linda.clark589@example.com,43,Other,South,Bangalore,Python Programming,PROD-0031,Books,22.63,4,0,90.52,Wallet,Completed,2025-01-29,13,
ORD-001408,Charles Malhotra,CUST-0206,charles.malhotra206@example.com,48,Male,South,Kochi,Gym Bag,PROD-0050,Sports,52.65,2,0,105.3,Cash on Delivery,Completed,2025-04-26,15,
ORD-001409,Mark King,CUST-0747,mark.king747@example.com,69,Other,South,Bangalore,History of AI,PROD-0038,Books,15.71,1,0,15.71,Wallet,Completed,2024-01-21,13,3
ORD-001410,Liam Clark,CUST-0509,liam.clark509@example.com,67,Other,West,Mumbai,Coffee Maker,PROD-0021,Home & Kitchen,62.05,2,10,111.69,Debit Card,Completed,2024-08-07,8,5
ORD-001411,Meena Jones,CUST-0107,meena.jones107@example.com,22,Female,South,Chennai,Jump Rope,PROD-0044,Sports,18.67,2,15,31.74,Net Banking,Returned,2025-04-12,,
ORD-001412,Nisha Mehta,CUST-0070,nisha.mehta70@example.com,63,Female,West,Goa,Jump Rope,PROD-0044,Sports,18.67,3,25,42.01,Credit Card,Pending,2025-08-13,,
ORD-001413,Isabella Johnson,CUST-0397,isabella.johnson397@example.com,52,Female,Central,Jabalpur,Coffee Maker,PROD-0021,Home & Kitchen,62.05,2,0,124.1,Credit Card,Completed,2025-02-24,5,5
ORD-001414,Isha Nair,CUST-0033,isha.nair33@example.com,28,Female,West,Goa,Casual Shorts,PROD-0017,Clothing,29.07,2,5,55.23,Net Banking,Returned,2025-07-23,,
ORD-001415,Sophia Smith,CUST-0461,sophia.smith461@example.com,67,Other,Central,Jabalpur,Monitor Stand,PROD-0008,Electronics,53.18,4,5,202.08,Debit Card,Returned,2025-05-03,,
ORD-001416,Richard Lewis,CUST-0563,richard.lewis563@example.com,63,Female,West,Surat,Smartwatch,PROD-0005,Electronics,158.2,2,0,316.4,Credit Card,Cancelled,2025-08-23,,
ORD-001417,Richard Johnson,CUST-0171,richard.johnson171@example.com,28,Female,East,Kolkata,Data Science Handbook,PROD-0032,Books,42.44,3,10,114.59,UPI,Pending,2025-06-30,,
ORD-001418,Sneha Verma,CUST-0665,sneha.verma665@example.com,32,Male,East,Ranchi,Cotton T-Shirt,PROD-0011,Clothing,30.65,1,25,22.99,Credit Card,Completed,2025-08-19,10,5
ORD-001419,Ishaan Verma,CUST-0654,ishaan.verma654@example.com,59,Female,North,Chandigarh,Web Development,PROD-0034,Books,44.41,1,10,39.97,Cash on Delivery,Returned,2024-12-22,,
ORD-001420,Isha Anderson,CUST-0798,isha.anderson798@example.com,44,Female,West,Mumbai,Blender,PROD-0022,Home & Kitchen,46.5,4,0,186.0,UPI,Completed,2025-12-31,1,5
ORD-001421,Meena Anderson,CUST-0220,meena.anderson220@example.com,53,Female,North,Amritsar,Tea Kettle,PROD-0030,Home & Kitchen,40.05,4,0,160.2,Net Banking,Completed,2025-06-26,6,4
ORD-001422,Joseph White,CUST-0023,joseph.white23@example.com,42,Other,North,Lucknow,Data Science Handbook,PROD-0032,Books,42.44,3,5,120.95,UPI,Cancelled,2025-09-29,,
ORD-001423,Lucas Patel,CUST-0262,lucas.patel262@example.com,28,Other,North,Chandigarh,Self-Help Guide,PROD-0036,Books,10.26,3,15,26.16,UPI,Returned,2024-10-04,,
ORD-001424,Arjun Verma,CUST-0003,arjun.verma3@example.com,32,Other,North,Chandigarh,Wireless Mouse,PROD-0001,Electronics,45.68,1,10,41.11,Net Banking,Cancelled,2024-02-07,,
ORD-001425,Margaret Martin,CUST-0379,margaret.martin379@example.com,33,Female,North,Jaipur,Storage Containers,PROD-0027,Home & Kitchen,35.05,1,0,35.05,Credit Card,Completed,2024-05-05,12,4
ORD-001426,Aanya Gupta,CUST-0456,aanya.gupta456@example.com,67,Male,West,Goa,Gym Bag,PROD-0050,Sports,52.65,5,5,250.09,Debit Card,Completed,2025-08-21,9,5
ORD-001427,Suresh Lewis,CUST-0751,suresh.lewis751@example.com,60,Female,Central,Raipur,Self-Help Guide,PROD-0036,Books,10.26,2,20,16.42,Wallet,Completed,2024-11-08,8,
ORD-001428,Jessica Chopra,CUST-0274,jessica.chopra274@example.com,19,Female,North,Lucknow,Casual Shorts,PROD-0017,Clothing,29.07,5,10,130.81,Wallet,Cancelled,2025-08-12,,
ORD-001429,Krishna Malhotra,CUST-0614,krishna.malhotra614@example.com,21,Male,West,Pune,External SSD 1TB,PROD-0010,Electronics,77.83,4,5,295.75,Net Banking,Pending,2025-10-19,,
ORD-001430,Myra Patel,CUST-0707,myra.patel707@example.com,44,Other,East,Ranchi,Hoodie,PROD-0013,Clothing,50.64,3,5,144.32,UPI,Completed,2024-11-25,8,5
ORD-001431,Michael Menon,CUST-0521,michael.menon521@example.com,56,Other,South,Kochi,Tea Kettle,PROD-0030,Home & Kitchen,40.05,3,10,108.13,Debit Card,Returned,2025-11-14,,
ORD-001432,Arjun Shah,CUST-0683,arjun.shah683@example.com,69,Other,Central,Nagpur,Python Programming,PROD-0031,Books,22.63,4,20,72.42,Wallet,Completed,2025-12-18,4,
ORD-001433,Joseph Patel,CUST-0713,joseph.patel713@example.com,70,Other,West,Pune,External SSD 1TB,PROD-0010,Electronics,77.83,1,10,70.05,Net Banking,Cancelled,2024-02-26,,
ORD-001434,Nikhil Patel,CUST-0710,nikhil.patel710@example.com,50,Other,West,Mumbai,Data Science Handbook,PROD-0032,Books,42.44,2,10,76.39,Net Banking,Returned,2024-07-18,,
ORD-001435,Arjun Verma,CUST-0003,arjun.verma3@example.com,32,Other,North,Chandigarh,Gym Bag,PROD-0050,Sports,52.65,2,5,100.03,Credit Card,Returned,2024-08-17,,
ORD-001436,Joseph Taylor,CUST-0264,joseph.taylor264@example.com,44,Female,Central,Raipur,Portable Charger,PROD-0004,Electronics,42.05,5,0,210.25,Credit Card,Cancelled,2025-01-21,,
ORD-001437,Ashley Sharma,CUST-0048,ashley.sharma48@example.com,28,Female,North,Chandigarh,Cap,PROD-0019,Clothing,12.46,1,20,9.97,Net Banking,Returned,2025-02-22,,
ORD-001438,Vihaan Lee,CUST-0507,vihaan.lee507@example.com,49,Male,East,Guwahati,Tea Kettle,PROD-0030,Home & Kitchen,40.05,1,5,38.05,Net Banking,Completed,2024-01-01,2,
ORD-001439,Anjali Young,CUST-0590,anjali.young590@example.com,59,Male,South,Kochi,Basketball,PROD-0046,Sports,39.63,3,5,112.95,UPI,Completed,2025-03-25,4,5
ORD-001440,Swati Lee,CUST-0010,swati.lee10@example.com,54,Male,Central,Nagpur,Storage Containers,PROD-0027,Home & Kitchen,35.05,4,15,119.17,Net Banking,Returned,2024-07-01,,
ORD-001441,Ashley Rao,CUST-0162,ashley.rao162@example.com,70,Male,South,Hyderabad,Fiction Novel,PROD-0037,Books,12.83,3,20,30.79,Wallet,Completed,2025-12-05,4,4
ORD-001442,Divya Wright,CUST-0104,divya.wright104@example.com,58,Male,Central,Raipur,Data Science Handbook,PROD-0032,Books,42.44,4,5,161.27,Net Banking,Completed,2025-02-11,15,5
ORD-001443,Linda Rodriguez,CUST-0036,linda.rodriguez36@example.com,25,Male,Central,Raipur,External SSD 1TB,PROD-0010,Electronics,77.83,3,5,221.82,Debit Card,Completed,2024-03-14,11,
ORD-001444,Linda Clark,CUST-0589,linda.clark589@example.com,43,Other,South,Bangalore,Smartwatch,PROD-0005,Electronics,158.2,1,5,150.29,UPI,Completed,2025-03-07,15,4
ORD-001445,Patricia Chopra,CUST-0429,patricia.chopra429@example.com,29,Other,Central,Indore,Portable Charger,PROD-0004,Electronics,42.05,3,5,119.84,Debit Card,Pending,2025-04-23,,
ORD-001446,Jennifer Thompson,CUST-0670,jennifer.thompson670@example.com,54,Other,North,Jaipur,USB-C Hub,PROD-0003,Electronics,61.28,2,5,116.43,UPI,Completed,2024-01-22,12,
ORD-001447,Mark Brown,CUST-0728,mark.brown728@example.com,68,Male,North,Amritsar,Football,PROD-0045,Sports,29.05,1,10,26.14,UPI,Completed,2024-07-08,15,2
ORD-001448,Michael Malhotra,CUST-0031,michael.malhotra31@example.com,33,Other,South,Bangalore,Football,PROD-0045,Sports,29.05,2,25,43.58,Wallet,Completed,2024-08-19,14,3
ORD-001449,Lucas Gupta,CUST-0057,lucas.gupta57@example.com,44,Other,Central,Bhopal,Basketball,PROD-0046,Sports,39.63,2,5,75.3,UPI,Completed,2025-02-19,5,5
ORD-001450,Susan Davis,CUST-0240,susan.davis240@example.com,63,Female,North,Lucknow,Swimming Goggles,PROD-0048,Sports,16.81,2,0,33.62,Credit Card,Returned,2025-10-04,,
ORD-001451,Jessica Moore,CUST-0709,jessica.moore709@example.com,33,Female,West,Goa,Storage Containers,PROD-0027,Home & Kitchen,35.05,5,0,175.25,Cash on Delivery,Completed,2024-12-08,12,3
ORD-001452,Matthew King,CUST-0764,matthew.king764@example.com,57,Female,North,Chandigarh,Cutting Board,PROD-0028,Home & Kitchen,11.96,4,5,45.45,Credit Card,Completed,2025-11-12,6,4
ORD-001453,Meena Miller,CUST-0246,meena.miller246@example.com,43,Female,East,Guwahati,Web Development,PROD-0034,Books,44.41,1,5,42.19,Net Banking,Completed,2024-08-17,2,3
ORD-001454,Isabella Robinson,CUST-0572,isabella.robinson572@example.com,58,Female,East,Ranchi,Cycling Gloves,PROD-0049,Sports,31.15,4,10,112.14,UPI,Completed,2025-01-29,6,4
ORD-001455,Mark Desai,CUST-0137,mark.desai137@example.com,64,Female,North,Chandigarh,Storage Containers,PROD-0027,Home & Kitchen,35.05,1,0,35.05,UPI,Completed,2025-03-27,12,4
ORD-001456,Swati Pillai,CUST-0510,swati.pillai510@example.com,35,Male,North,Delhi,Wireless Mouse,PROD-0001,Electronics,45.68,1,25,34.26,Cash on Delivery,Completed,2025-09-29,1,4
ORD-001457,Robert Singh,CUST-0505,robert.singh505@example.com,32,Male,North,Lucknow,Sports Socks (3-pack),PROD-0018,Clothing,13.94,1,0,13.94,Cash on Delivery,Completed,2024-07-14,15,5
ORD-001458,Divya Hernandez,CUST-0716,divya.hernandez716@example.com,68,Other,West,Mumbai,Business Strategy,PROD-0035,Books,33.11,2,10,59.6,Net Banking,Pending,2024-11-21,,
ORD-001459,Divya Patel,CUST-0612,divya.patel612@example.com,50,Male,East,Kolkata,External SSD 1TB,PROD-0010,Electronics,77.83,4,0,311.32,Debit Card,Completed,2025-03-17,1,4
ORD-001460,Swati Malhotra,CUST-0343,swati.malhotra343@example.com,63,Female,West,Goa,Resistance Bands,PROD-0043,Sports,22.74,1,5,21.6,Cash on Delivery,Cancelled,2025-05-09,,
ORD-001461,Aditya Thompson,CUST-0774,aditya.thompson774@example.com,25,Female,Central,Indore,Dish Rack,PROD-0029,Home & Kitchen,28.32,2,5,53.81,UPI,Completed,2025-08-22,8,5
ORD-001462,Mia Thomas,CUST-0603,mia.thomas603@example.com,36,Other,South,Kochi,Blender,PROD-0022,Home & Kitchen,46.5,1,15,39.52,UPI,Completed,2024-06-25,13,3
ORD-001463,Swati Malhotra,CUST-0343,swati.malhotra343@example.com,63,Female,West,Goa,Web Development,PROD-0034,Books,44.41,2,10,79.94,Credit Card,Completed,2025-10-01,7,5
ORD-001464,Rajesh Martinez,CUST-0203,rajesh.martinez203@example.com,69,Female,East,Kolkata,Sports Socks (3-pack),PROD-0018,Clothing,13.94,2,0,27.88,Net Banking,Returned,2024-10-10,,
ORD-001465,Meena Rao,CUST-0079,meena.rao79@example.com,43,Female,North,Chandigarh,Coffee Maker,PROD-0021,Home & Kitchen,62.05,1,10,55.84,UPI,Cancelled,2025-03-17,,
ORD-001466,Sophia Rao,CUST-0255,sophia.rao255@example.com,67,Other,West,Goa,External SSD 1TB,PROD-0010,Electronics,77.83,3,0,233.49,UPI,Cancelled,2025-11-22,,
ORD-001467,Sneha Reddy,CUST-0793,sneha.reddy793@example.com,47,Female,West,Surat,Dish Rack,PROD-0029,Home & Kitchen,28.32,1,10,25.49,Wallet,Completed,2024-04-07,2,4
ORD-001468,Elizabeth Miller,CUST-0111,elizabeth.miller111@example.com,69,Other,Central,Jabalpur,Cotton T-Shirt,PROD-0011,Clothing,30.65,2,5,58.23,Cash on Delivery,Pending,2025-09-22,,
ORD-001469,Riya Pillai,CUST-0280,riya.pillai280@example.com,34,Male,North,Chandigarh,USB-C Hub,PROD-0003,Electronics,61.28,3,10,165.46,UPI,Completed,2025-11-05,4,4
ORD-001470,Ashley Brown,CUST-0568,ashley.brown568@example.com,66,Other,Central,Bhopal,Resistance Bands,PROD-0043,Sports,22.74,3,15,57.99,Debit Card,Cancelled,2024-05-02,,
ORD-001471,Emma Young,CUST-0412,emma.young412@example.com,25,Other,East,Patna,Machine Learning Guide,PROD-0033,Books,42.63,1,15,36.24,Cash on Delivery,Completed,2025-09-07,1,5
ORD-001472,Riya Menon,CUST-0019,riya.menon19@example.com,65,Other,South,Chennai,Coffee Maker,PROD-0021,Home & Kitchen,62.05,2,15,105.48,Credit Card,Cancelled,2025-09-14,,
ORD-001473,Manoj Reddy,CUST-0338,manoj.reddy338@example.com,43,Other,East,Guwahati,Dumbbells (Pair),PROD-0042,Sports,77.78,4,5,295.56,Debit Card,Completed,2025-07-13,5,1
ORD-001474,Daniel Thomas,CUST-0290,daniel.thomas290@example.com,46,Male,South,Bangalore,Basketball,PROD-0046,Sports,39.63,3,5,112.95,Wallet,Pending,2024-02-04,,
ORD-001475,Pari Martinez,CUST-0116,pari.martinez116@example.com,34,Female,South,Bangalore,Football,PROD-0045,Sports,29.05,3,0,87.15,Debit Card,Returned,2025-01-20,,
ORD-001476,Neha Lewis,CUST-0350,neha.lewis350@example.com,41,Female,West,Ahmedabad,Dumbbells (Pair),PROD-0042,Sports,77.78,2,15,132.23,Cash on Delivery,Cancelled,2025-03-18,,
ORD-001477,Betty Lee,CUST-0605,betty.lee605@example.com,51,Male,Central,Bhopal,USB-C Hub,PROD-0003,Electronics,61.28,2,25,91.92,Net Banking,Completed,2024-08-29,2,4
ORD-001478,William Kulkarni,CUST-0583,william.kulkarni583@example.com,49,Female,West,Pune,Scarf,PROD-0020,Clothing,33.28,2,20,53.25,UPI,Completed,2025-10-13,3,
ORD-001479,Aanya Singh,CUST-0441,aanya.singh441@example.com,30,Other,Central,Jabalpur,Dish Rack,PROD-0029,Home & Kitchen,28.32,3,15,72.22,Credit Card,Pending,2024-05-27,,
ORD-001480,Sunita Reddy,CUST-0153,sunita.reddy153@example.com,56,Other,Central,Raipur,Basketball,PROD-0046,Sports,39.63,2,10,71.33,Debit Card,Pending,2025-08-02,,
ORD-001481,Mary Clark,CUST-0407,mary.clark407@example.com,42,Female,West,Goa,Gym Bag,PROD-0050,Sports,52.65,1,5,50.02,Cash on Delivery,Pending,2024-09-30,,
ORD-001482,Ayaan Jackson,CUST-0574,ayaan.jackson574@example.com,35,Other,East,Ranchi,Casual Shorts,PROD-0017,Clothing,29.07,2,10,52.33,Credit Card,Pending,2024-11-24,,
ORD-001483,Vikram Bhat,CUST-0177,vikram.bhat177@example.com,36,Female,Central,Indore,Knife Set,PROD-0025,Home & Kitchen,68.52,1,10,61.67,UPI,Completed,2024-01-01,4,2
ORD-001484,Vikram King,CUST-0763,vikram.king763@example.com,66,Male,South,Coimbatore,Cutting Board,PROD-0028,Home & Kitchen,11.96,1,25,8.97,Credit Card,Completed,2024-12-28,12,
ORD-001485,Rajesh Anderson,CUST-0778,rajesh.anderson778@example.com,62,Other,South,Chennai,Storage Containers,PROD-0027,Home & Kitchen,35.05,1,5,33.3,Credit Card,Returned,2025-06-08,,
ORD-001486,William Martin,CUST-0217,william.martin217@example.com,68,Female,East,Kolkata,Bluetooth Headphones,PROD-0002,Electronics,92.28,1,10,83.05,Credit Card,Cancelled,2024-12-19,,
ORD-001487,Mia Nair,CUST-0311,mia.nair311@example.com,59,Female,East,Kolkata,Winter Jacket,PROD-0016,Clothing,125.83,4,10,452.99,UPI,Completed,2025-02-09,11,3
ORD-001488,Linda Martinez,CUST-0361,linda.martinez361@example.com,57,Male,Central,Indore,USB-C Hub,PROD-0003,Electronics,61.28,2,0,122.56,UPI,Pending,2025-12-24,,
ORD-001489,David Smith,CUST-0195,david.smith195@example.com,20,Other,West,Goa,Laptop Stand,PROD-0009,Electronics,59.55,3,15,151.85,Wallet,Completed,2024-01-24,3,
ORD-001490,Amit Wright,CUST-0566,amit.wright566@example.com,65,Female,West,Goa,Data Science Handbook,PROD-0032,Books,42.44,1,0,42.44,Wallet,Completed,2024-07-09,2,
ORD-001491,William Kulkarni,CUST-0583,william.kulkarni583@example.com,49,Female,West,Pune,Non-Stick Pan,PROD-0024,Home & Kitchen,32.73,3,20,78.55,Net Banking,Completed,2025-01-06,5,4
ORD-001492,Aanya Jackson,CUST-0122,aanya.jackson122@example.com,62,Female,South,Kochi,Machine Learning Guide,PROD-0033,Books,42.63,3,10,115.1,Credit Card,Completed,2025-05-31,10,4
ORD-001493,Deepak Menon,CUST-0531,deepak.menon531@example.com,68,Female,South,Kochi,Formal Shirt,PROD-0015,Clothing,57.36,1,10,51.62,Debit Card,Cancelled,2024-10-12,,
ORD-001494,Swati Verma,CUST-0692,swati.verma692@example.com,24,Male,East,Patna,Yoga Mat,PROD-0041,Sports,42.7,2,5,81.13,Cash on Delivery,Pending,2025-08-01,,
ORD-001495,Sai Williams,CUST-0128,sai.williams128@example.com,60,Female,Central,Raipur,History of AI,PROD-0038,Books,15.71,1,5,14.92,Debit Card,Completed,2025-01-27,7,5
ORD-001496,Aadhya Bhat,CUST-0380,aadhya.bhat380@example.com,27,Male,West,Pune,Resistance Bands,PROD-0043,Sports,22.74,4,5,86.41,Debit Card,Completed,2024-05-25,7,5
ORD-001497,Meena Miller,CUST-0246,meena.miller246@example.com,43,Female,East,Guwahati,Storage Containers,PROD-0027,Home & Kitchen,35.05,2,0,70.1,UPI,Completed,2024-06-27,6,4
ORD-001498,Pooja Kumar,CUST-0126,pooja.kumar126@example.com,24,Other,Central,Indore,Business Strategy,PROD-0035,Books,33.11,1,10,29.8,UPI,Cancelled,2025-12-21,,
