Order ID,Order Date,Customer ID,Customer Name,Region,City,Age,Gender,Product ID,Product Name,Category,Quantity,Unit Price,Discount,Revenue,Profit,Payment Mode,Delivery Days
TXN-002723,2025-10-25,CUST-0667,Meena Mehta,North,Chandigarh,60,Male,PROD-0022,Blender,Home & Kitchen,1,46.5,0.0,46.5,4.65,Unknown,
TXN-002724,2025-12-10,CUST-0590,Anjali Young,South,Kochi,59,Male,PROD-0022,Blender,Home & Kitchen,2,46.5,0.0,93.0,9.3,Unknown,
TXN-002725,2025-02-15,CUST-0758,Daniel Desai,Central,Bhopal,61,Female,PROD-0028,Cutting Board,Home & Kitchen,4,11.96,0.0,47.84,4.78,Unknown,
TXN-002726,2025-02-03,CUST-0589,Linda Clark,South,Bangalore,43,Other,PROD-0019,Cap,Clothing,1,12.46,0.0,12.46,1.25,Unknown,
TXN-002727,2025-03-13,CUST-0020,Donald Menon,Central,Raipur,55,Female,PROD-0001,Wireless Mouse,Electronics,1,45.68,0.0,45.68,4.57,Unknown,
TXN-002728,2025-08-21,CUST-0155,Nikhil Thompson,West,Ahmedabad,54,Other,PROD-0017,Casual Shorts,Clothing,4,29.07,0.0,116.28,11.63,Unknown,
TXN-002729,2025-04-13,CUST-0691,Suresh Mehta,West,Mumbai,69,Male,PROD-0050,Gym Bag,Sports,1,52.65,0.0,52.65,5.27,Unknown,
TXN-002730,2025-08-11,CUST-0670,Jennifer Thompson,North,Jaipur,54,Other,PROD-0043,Resistance Bands,Sports,1,22.74,0.0,22.74,2.27,Unknown,
TXN-002731,2024-06-05,CUST-0364,Ishaan Rodriguez,West,Goa,40,Male,PROD-0046,Basketball,Sports,4,39.63,0.0,158.52,15.85,Unknown,
TXN-002732,2024-11-11,CUST-0194,William Harris,North,Jaipur,61,Other,PROD-0050,Gym Bag,Sports,1,52.65,0.0,52.65,5.27,Unknown,
TXN-002733,2025-09-08,CUST-0186,Matthew Iyer,West,Goa,48,Female,PROD-0007,Keyboard Mechanical,Electronics,1,97.82,0.0,97.82,9.78,Unknown,
TXN-002734,2024-12-22,CUST-0041,Isha Young,Central,Jabalpur,48,Male,PROD-0050,Gym Bag,Sports,1,52.65,0.0,52.65,5.27,Unknown,
TXN-002735,2024-08-23,CUST-0071,Emma Sharma,North,Delhi,62,Male,PROD-0021,Coffee Maker,Home & Kitchen,4,62.05,0.0,248.2,24.82,Unknown,
TXN-002736,2024-06-16,CUST-0674,John Lopez,South,Chennai,39,Other,PROD-0014,Running Shoes,Clothing,1,41.04,0.0,41.04,4.1,Unknown,
TXN-002737,2024-08-10,CUST-0435,Lisa Malhotra,South,Kochi,61,Other,PROD-0018,Sports Socks (3-Pack),Clothing,1,13.94,0.0,13.94,1.39,Unknown,
TXN-002738,2025-03-26,CUST-0791,Vivaan Nair,South,Hyderabad,40,Female,PROD-0023,Toaster,Home & Kitchen,1,31.12,0.0,31.12,3.11,Unknown,
TXN-002739,2024-08-01,CUST-0127,Nikhil Lewis,Central,Bhopal,68,Other,PROD-0025,Knife Set,Home & Kitchen,1,68.52,0.0,68.52,6.85,Unknown,
TXN-002740,2025-02-12,CUST-0390,Elizabeth Thomas,West,Goa,35,Other,PROD-0004,Portable Charger,Electronics,2,42.05,0.0,84.1,8.41,Unknown,
TXN-002741,2025-08-27,CUST-0204,Karan Lewis,Central,Indore,22,Female,PROD-0014,Running Shoes,Clothing,3,41.04,0.0,123.12,12.31,Unknown,
TXN-002742,2025-06-02,CUST-0128,Sai Williams,Central,Raipur,60,Female,PROD-0006,Webcam Hd,Electronics,5,72.22,0.0,361.1,36.11,Unknown,
TXN-002743,2024-06-15,CUST-0593,Patricia Reddy,West,Pune,48,Male,PROD-0047,Tennis Racket,Sports,2,61.92,0.0,123.84,12.38,Unknown,
TXN-002744,2025-05-15,CUST-0775,Arjun Jones,East,Ranchi,57,Male,PROD-0014,Running Shoes,Clothing,1,41.04,0.0,41.04,4.1,Unknown,
TXN-002745,2024-11-20,CUST-0759,Sandra Malhotra,West,Mumbai,27,Male,PROD-0039,Cookbook,Books,1,22.32,0.0,22.32,2.23,Unknown,
TXN-002746,2024-04-02,CUST-0426,Ashley Hernandez,West,Pune,50,Female,PROD-0013,Hoodie,Clothing,1,50.64,0.0,50.64,5.06,Unknown,
TXN-002747,2025-06-04,CUST-0520,Sarah Bhat,West,Ahmedabad,48,Male,PROD-0024,Non-Stick Pan,Home & Kitchen,2,32.73,0.0,65.46,6.55,Unknown,
TXN-002748,2025-01-24,CUST-0115,Isabella Jackson,North,Delhi,59,Female,PROD-0030,Tea Kettle,Home & Kitchen,1,40.05,0.0,40.05,4.01,Unknown,
TXN-002749,2024-04-12,CUST-0431,Myra Shah,South,Kochi,38,Male,PROD-0026,Water Bottle,Home & Kitchen,5,17.56,0.0,87.8,8.78,Unknown,
TXN-002750,2024-03-07,CUST-0364,Ishaan Rodriguez,West,Goa,40,Male,PROD-0024,Non-Stick Pan,Home & Kitchen,4,32.73,0.0,130.92,13.09,Unknown,
TXN-002751,2025-12-19,CUST-0445,Jessica Martinez,Central,Bhopal,53,Female,PROD-0042,Dumbbells (Pair),Sports,1,77.78,0.0,77.78,7.78,Unknown,
TXN-002752,2025-02-03,CUST-0087,Charlotte Smith,North,Jaipur,50,Female,PROD-0042,Dumbbells (Pair),Sports,2,77.78,0.0,155.56,15.56,Unknown,
TXN-002753,2024-10-08,CUST-0483,Patricia Menon,West,Surat,47,Male,PROD-0002,Bluetooth Headphones,Electronics,5,92.28,0.0,461.4,46.14,Unknown,
TXN-002754,2024-02-16,CUST-0748,Susan Clark,East,Bhubaneswar,64,Male,PROD-0042,Dumbbells (Pair),Sports,4,77.78,0.0,311.12,31.11,Unknown,
TXN-002755,2024-01-10,CUST-0145,Nancy Bhat,Central,Jabalpur,56,Female,PROD-0016,Winter Jacket,Clothing,1,125.83,0.0,125.83,12.58,Unknown,
TXN-002756,2025-12-12,CUST-0132,Nancy Martinez,West,Goa,35,Female,PROD-0034,Web Development,Books,1,44.41,0.0,44.41,4.44,Unknown,
TXN-002757,2025-09-02,CUST-0482,David Jackson,South,Kochi,53,Other,PROD-0049,Cycling Gloves,Sports,1,31.15,0.0,31.15,3.12,Unknown,
TXN-002758,2025-01-15,CUST-0215,Rajesh Anderson,East,Patna,69,Male,PROD-0048,Swimming Goggles,Sports,2,16.81,0.0,33.62,3.36,Unknown,
TXN-002759,2025-03-05,CUST-0633,Ashley King,South,Chennai,18,Female,PROD-0027,Storage Containers,Home & Kitchen,3,35.05,0.0,105.15,10.52,Unknown,
TXN-002760,2024-06-04,CUST-0177,Vikram Bhat,Central,Indore,36,Female,PROD-0012,Denim Jeans,Clothing,4,82.97,0.0,331.88,33.19,Unknown,
TXN-002761,2024-04-22,CUST-0760,Pooja Johnson,West,Goa,47,Male,PROD-0043,Resistance Bands,Sports,1,22.74,0.0,22.74,2.27,Unknown,
TXN-002762,2024-11-09,CUST-0167,Mary White,East,Kolkata,23,Male,PROD-0002,Bluetooth Headphones,Electronics,2,92.28,0.0,184.56,18.46,Unknown,
TXN-002763,2024-09-28,CUST-0414,Swati Gupta,East,Kolkata,40,Female,PROD-0041,Yoga Mat,Sports,1,42.7,0.0,42.7,4.27,Unknown,
TXN-002764,2024-01-27,CUST-0637,Matthew Singh,South,Hyderabad,23,Male,PROD-0021,Coffee Maker,Home & Kitchen,1,62.05,0.0,62.05,6.21,Unknown,
TXN-002765,2024-02-05,CUST-0340,Betty Brown,Central,Nagpur,69,Male,PROD-0002,Bluetooth Headphones,Electronics,4,92.28,0.0,369.12,36.91,Unknown,
TXN-002766,2024-02-17,CUST-0753,Myra Anderson,South,Hyderabad,64,Other,PROD-0010,External Ssd 1Tb,Electronics,4,77.83,0.0,311.32,31.13,Unknown,
TXN-002767,2025-06-21,CUST-0553,Lucas Jones,Central,Raipur,55,Male,PROD-0025,Knife Set,Home & Kitchen,3,68.52,0.0,205.56,20.56,Unknown,
TXN-002768,2024-12-23,CUST-0174,Mary Reddy,West,Goa,70,Male,PROD-0011,Cotton T-Shirt,Clothing,1,30.65,0.0,30.65,3.07,Unknown,
TXN-002769,2024-03-08,CUST-0229,Charles Patel,South,Coimbatore,19,Male,PROD-0006,Webcam Hd,Electronics,2,72.22,0.0,144.44,14.44,Unknown,
TXN-002770,2025-03-01,CUST-0116,Pari Martinez,South,Bangalore,34,Female,PROD-0031,Python Programming,Books,2,22.63,0.0,45.26,4.53,Unknown,
TXN-002771,2025-09-09,CUST-0550,Vikram Bhat,North,Amritsar,24,Other,PROD-0029,Dish Rack,Home & Kitchen,1,28.32,0.0,28.32,2.83,Unknown,
TXN-002772,2025-04-25,CUST-0653,Susan Brown,North,Amritsar,55,Female,PROD-0001,Wireless Mouse,Electronics,1,45.68,0.0,45.68,4.57,Unknown,
TXN-002773,2025-07-06,CUST-0264,Joseph Taylor,Central,Raipur,44,Female,PROD-0009,Laptop Stand,Electronics,1,59.55,0.0,59.55,5.96,Unknown,
TXN-002774,2024-04-08,CUST-0375,Nancy Pillai,West,Ahmedabad,47,Male,PROD-0040,Travel Guide,Books,2,22.38,0.0,44.76,4.48,Unknown,
TXN-002775,2025-08-07,CUST-0490,Oliver Miller,North,Delhi,51,Other,PROD-0032,Data Science Handbook,Books,3,42.44,0.0,127.32,12.73,Unknown,
TXN-002776,2024-05-12,CUST-0201,Ananya Lopez,West,Goa,61,Male,PROD-0009,Laptop Stand,Electronics,1,59.55,0.0,59.55,5.96,Unknown,
TXN-002777,2024-04-07,CUST-0147,Nikhil Sharma,Central,Indore,35,Male,PROD-0015,Formal Shirt,Clothing,2,57.36,0.0,114.72,11.47,Unknown,
TXN-002778,2025-09-21,CUST-0735,Robert Williams,South,Hyderabad,65,Other,PROD-0026,Water Bottle,Home & Kitchen,1,17.56,0.0,17.56,1.76,Unknown,
TXN-002779,2024-07-08,CUST-0108,Richard Johnson,Central,Raipur,44,Male,PROD-0016,Winter Jacket,Clothing,1,125.83,0.0,125.83,12.58,Unknown,
TXN-002780,2025-12-28,CUST-0748,Susan Clark,East,Bhubaneswar,64,Male,PROD-0043,Resistance Bands,Sports,1,22.74,0.0,22.74,2.27,Unknown,
TXN-002781,2025-06-13,CUST-0474,Vivaan Kulkarni,South,Bangalore,65,Female,PROD-0043,Resistance Bands,Sports,2,22.74,0.0,45.48,4.55,Unknown,
TXN-002782,2024-05-14,CUST-0592,Isabella Rao,Central,Raipur,18,Male,PROD-0018,Sports Socks (3-Pack),Clothing,3,13.94,0.0,41.82,4.18,Unknown,
TXN-002783,2024-05-28,CUST-0336,William Moore,West,Ahmedabad,20,Other,PROD-0028,Cutting Board,Home & Kitchen,1,11.96,0.0,11.96,1.2,Unknown,
TXN-002784,2024-02-05,CUST-0594,Meena Jones,North,Delhi,24,Female,PROD-0048,Swimming Goggles,Sports,4,16.81,0.0,67.24,6.72,Unknown,
TXN-002785,2024-07-21,CUST-0766,Arjun Moore,South,Hyderabad,18,Female,PROD-0025,Knife Set,Home & Kitchen,2,68.52,0.0,137.04,13.7,Unknown,
TXN-002786,2024-02-04,CUST-0187,John Martin,Central,Raipur,47,Female,PROD-0001,Wireless Mouse,Electronics,1,45.68,0.0,45.68,4.57,Unknown,
TXN-002787,2024-01-12,CUST-0244,Anthony White,West,Mumbai,68,Other,PROD-0011,Cotton T-Shirt,Clothing,1,30.65,0.0,30.65,3.07,Unknown,
TXN-002788,2024-12-18,CUST-0586,Charles Verma,North,Chandigarh,46,Female,PROD-0031,Python Programming,Books,2,22.63,0.0,45.26,4.53,Unknown,
TXN-002789,2025-08-14,CUST-0193,Neha Kumar,West,Ahmedabad,39,Other,PROD-0041,Yoga Mat,Sports,4,42.7,0.0,170.8,17.08,Unknown,
TXN-002790,2025-04-09,CUST-0416,Manoj Martin,East,Bhubaneswar,24,Other,PROD-0029,Dish Rack,Home & Kitchen,5,28.32,0.0,141.6,14.16,Unknown,
TXN-002791,2024-04-30,CUST-0637,Matthew Singh,South,Hyderabad,23,Male,PROD-0017,Casual Shorts,Clothing,2,29.07,0.0,58.14,5.81,Unknown,
TXN-002792,2025-06-10,CUST-0763,Vikram King,South,Coimbatore,66,Male,PROD-0018,Sports Socks (3-Pack),Clothing,2,13.94,0.0,27.88,2.79,Unknown,
TXN-002793,2024-07-09,CUST-0346,Ishaan Clark,West,Ahmedabad,50,Other,PROD-0022,Blender,Home & Kitchen,5,46.5,0.0,232.5,23.25,Unknown,
TXN-002794,2025-05-14,CUST-0262,Lucas Patel,North,Chandigarh,28,Other,PROD-0022,Blender,Home & Kitchen,3,46.5,0.0,139.5,13.95,Unknown,
TXN-002795,2024-04-08,CUST-0791,Vivaan Nair,South,Hyderabad,40,Female,PROD-0036,Self-Help Guide,Books,2,10.26,0.0,20.52,2.05,Unknown,
TXN-002796,2024-09-26,CUST-0685,John Allen,North,Chandigarh,40,Female,PROD-0022,Blender,Home & Kitchen,3,46.5,0.0,139.5,13.95,Unknown,
TXN-002797,2024-01-27,CUST-0065,Nikhil Clark,North,Chandigarh,34,Male,PROD-0024,Non-Stick Pan,Home & Kitchen,2,32.73,0.0,65.46,6.55,Unknown,
TXN-002798,2025-04-13,CUST-0557,Linda Robinson,South,Coimbatore,42,Female,PROD-0009,Laptop Stand,Electronics,1,59.55,0.0,59.55,5.96,Unknown,
TXN-002799,2024-10-29,CUST-0114,Lisa Nair,Central,Jabalpur,19,Female,PROD-0008,Monitor Stand,Electronics,2,53.18,0.0,106.36,10.64,Unknown,
TXN-002800,2025-03-22,CUST-0130,Sara Davis,East,Guwahati,63,Male,PROD-0023,Toaster,Home & Kitchen,1,31.12,0.0,31.12,3.11,Unknown,
TXN-002801,2025-05-31,CUST-0567,Oliver Thomas,North,Amritsar,25,Female,PROD-0006,Webcam Hd,Electronics,5,72.22,0.0,361.1,36.11,Unknown,
TXN-002802,2025-06-07,CUST-0187,John Martin,Central,Raipur,47,Female,PROD-0026,Water Bottle,Home & Kitchen,3,17.56,0.0,52.68,5.27,Unknown,
TXN-002803,2024-08-15,CUST-0200,Sandra Miller,Central,Indore,28,Male,PROD-0010,External Ssd 1Tb,Electronics,3,77.83,0.0,233.49,23.35,Unknown,
TXN-002804,2024-12-28,CUST-0795,Aanya Nair,North,Chandigarh,24,Female,PROD-0002,Bluetooth Headphones,Electronics,1,92.28,0.0,92.28,9.23,Unknown,
TXN-002805,2025-07-30,CUST-0539,William Martinez,Central,Jabalpur,27,Female,PROD-0039,Cookbook,Books,3,22.32,0.0,66.96,6.7,Unknown,
TXN-002806,2025-06-29,CUST-0544,Sai Walker,North,Delhi,39,Other,PROD-0034,Web Development,Books,1,44.41,0.0,44.41,4.44,Unknown,
TXN-002807,2025-06-27,CUST-0372,Sai Verma,North,Delhi,59,Other,PROD-0035,Business Strategy,Books,1,33.11,0.0,33.11,3.31,Unknown,
TXN-002808,2025-11-27,CUST-0171,Richard Johnson,East,Kolkata,28,Female,PROD-0024,Non-Stick Pan,Home & Kitchen,1,32.73,0.0,32.73,3.27,Unknown,
TXN-002809,2025-09-25,CUST-0170,Liam Davis,West,Mumbai,48,Female,PROD-0041,Yoga Mat,Sports,2,42.7,0.0,85.4,8.54,Unknown,
TXN-002810,2025-07-07,CUST-0232,John Wright,South,Coimbatore,18,Female,PROD-0049,Cycling Gloves,Sports,3,31.15,0.0,93.45,9.34,Unknown,
TXN-002811,2024-10-12,CUST-0625,Michael Jones,South,Chennai,20,Other,PROD-0028,Cutting Board,Home & Kitchen,4,11.96,0.0,47.84,4.78,Unknown,
TXN-002812,2025-06-18,CUST-0051,Karan Davis,Central,Raipur,27,Male,PROD-0026,Water Bottle,Home & Kitchen,1,17.56,0.0,17.56,1.76,Unknown,
TXN-002813,2024-05-19,CUST-0432,Aarav Menon,West,Pune,46,Female,PROD-0031,Python Programming,Books,2,22.63,0.0,45.26,4.53,Unknown,
TXN-002814,2024-09-14,CUST-0739,Vivaan Anderson,South,Chennai,56,Male,PROD-0020,Scarf,Clothing,1,33.28,0.0,33.28,3.33,Unknown,
TXN-002815,2024-08-01,CUST-0726,Mary Bhat,West,Goa,59,Male,PROD-0036,Self-Help Guide,Books,2,10.26,0.0,20.52,2.05,Unknown,
TXN-002816,2024-03-09,CUST-0752,Anthony Malhotra,South,Coimbatore,29,Female,PROD-0040,Travel Guide,Books,2,22.38,0.0,44.76,4.48,Unknown,
TXN-002817,2024-05-27,CUST-0061,Charlotte Jackson,North,Delhi,52,Male,PROD-0049,Cycling Gloves,Sports,2,31.15,0.0,62.3,6.23,Unknown,
TXN-002818,2024-09-05,CUST-0493,Deepak Desai,Central,Jabalpur,34,Female,PROD-0011,Cotton T-Shirt,Clothing,3,30.65,0.0,91.95,9.19,Unknown,
TXN-002819,2025-02-04,CUST-0401,Sophia Rao,North,Amritsar,48,Male,PROD-0011,Cotton T-Shirt,Clothing,2,30.65,0.0,61.3,6.13,Unknown,
TXN-002820,2024-12-24,CUST-0606,Michael Smith,South,Kochi,54,Female,PROD-0013,Hoodie,Clothing,1,50.64,0.0,50.64,5.06,Unknown,
TXN-002821,2024-10-09,CUST-0073,Sarah Nair,North,Jaipur,41,Male,PROD-0015,Formal Shirt,Clothing,5,57.36,0.0,286.8,28.68,Unknown,
TXN-002822,2025-08-22,CUST-0144,Donald King,South,Chennai,31,Other,PROD-0026,Water Bottle,Home & Kitchen,1,17.56,0.0,17.56,1.76,Unknown,
TXN-002823,2024-05-25,CUST-0689,Jessica Mehta,West,Surat,42,Female,PROD-0010,External Ssd 1Tb,Electronics,1,77.83,0.0,77.83,7.78,Unknown,
TXN-002824,2024-01-12,CUST-0689,Jessica Mehta,West,Surat,42,Female,PROD-0018,Sports Socks (3-Pack),Clothing,3,13.94,0.0,41.82,4.18,Unknown,
TXN-002825,2025-06-20,CUST-0653,Susan Brown,North,Amritsar,55,Female,PROD-0008,Monitor Stand,Electronics,2,53.18,0.0,106.36,10.64,Unknown,
TXN-002826,2025-04-27,CUST-0106,John Smith,Central,Bhopal,26,Male,PROD-0050,Gym Bag,Sports,2,52.65,0.0,105.3,10.53,Unknown,
TXN-002827,2024-05-07,CUST-0238,Sara Rodriguez,Central,Indore,57,Male,PROD-0043,Resistance Bands,Sports,2,22.74,0.0,45.48,4.55,Unknown,
TXN-002828,2024-06-06,CUST-0555,Nikhil Lopez,Central,Bhopal,61,Male,PROD-0048,Swimming Goggles,Sports,2,16.81,0.0,33.62,3.36,Unknown,
TXN-002829,2024-12-15,CUST-0073,Sarah Nair,North,Jaipur,41,Male,PROD-0049,Cycling Gloves,Sports,4,31.15,0.0,124.6,12.46,Unknown,
TXN-002830,2024-09-18,CUST-0279,Rohit Wright,East,Patna,64,Other,PROD-0003,Usb-C Hub,Electronics,1,61.28,0.0,61.28,6.13,Unknown,
TXN-002831,2025-08-22,CUST-0116,Pari Martinez,South,Bangalore,34,Female,PROD-0041,Yoga Mat,Sports,2,42.7,0.0,85.4,8.54,Unknown,
TXN-002832,2025-05-13,CUST-0173,Oliver Gupta,West,Mumbai,38,Female,PROD-0046,Basketball,Sports,2,39.63,0.0,79.26,7.93,Unknown,
TXN-002833,2024-04-15,CUST-0777,Aanya Miller,West,Surat,25,Other,PROD-0019,Cap,Clothing,1,12.46,0.0,12.46,1.25,Unknown,
TXN-002834,2025-09-05,CUST-0091,Vikram Davis,Central,Jabalpur,59,Female,PROD-0047,Tennis Racket,Sports,2,61.92,0.0,123.84,12.38,Unknown,
TXN-002835,2025-11-11,CUST-0372,Sai Verma,North,Delhi,59,Other,PROD-0016,Winter Jacket,Clothing,4,125.83,0.0,503.32,50.33,Unknown,
TXN-002836,2025-03-07,CUST-0507,Vihaan Lee,East,Guwahati,49,Male,PROD-0045,Football,Sports,5,29.05,0.0,145.25,14.53,Unknown,
TXN-002837,2024-10-13,CUST-0059,James Pillai,East,Guwahati,26,Other,PROD-0041,Yoga Mat,Sports,1,42.7,0.0,42.7,4.27,Unknown,
TXN-002838,2024-09-14,CUST-0742,Kavita Martinez,East,Ranchi,70,Other,PROD-0047,Tennis Racket,Sports,1,61.92,0.0,61.92,6.19,Unknown,
TXN-002839,2025-11-13,CUST-0656,Reyansh Mehta,Central,Raipur,70,Other,PROD-0033,Machine Learning Guide,Books,1,42.63,0.0,42.63,4.26,Unknown,
TXN-002840,2024-04-13,CUST-0258,Patricia Williams,North,Chandigarh,27,Other,PROD-0023,Toaster,Home & Kitchen,1,31.12,0.0,31.12,3.11,Unknown,
TXN-002841,2025-05-21,CUST-0731,Sunita Gupta,West,Mumbai,41,Other,PROD-0032,Data Science Handbook,Books,1,42.44,0.0,42.44,4.24,Unknown,
TXN-002842,2024-09-29,CUST-0227,Deepak Brown,North,Jaipur,52,Other,PROD-0038,History Of Ai,Books,2,15.71,0.0,31.42,3.14,Unknown,
TXN-002843,2025-05-14,CUST-0107,Meena Jones,South,Chennai,22,Female,PROD-0050,Gym Bag,Sports,3,52.65,0.0,157.95,15.8,Unknown,
TXN-002844,2025-01-19,CUST-0575,Donald Mehta,East,Patna,36,Other,PROD-0039,Cookbook,Books,3,22.32,0.0,66.96,6.7,Unknown,
TXN-002845,2025-11-14,CUST-0622,Betty Jackson,South,Hyderabad,28,Female,PROD-0034,Web Development,Books,4,44.41,0.0,177.64,17.76,Unknown,
TXN-002846,2025-08-27,CUST-0392,Patricia Martin,East,Bhubaneswar,30,Other,PROD-0003,Usb-C Hub,Electronics,2,61.28,0.0,122.56,12.26,Unknown,
TXN-002847,2024-04-30,CUST-0659,Karen Iyer,North,Amritsar,57,Other,PROD-0007,Keyboard Mechanical,Electronics,2,97.82,0.0,195.64,19.56,Unknown,
TXN-002848,2025-11-19,CUST-0783,Mark Desai,East,Guwahati,36,Male,PROD-0016,Winter Jacket,Clothing,1,125.83,0.0,125.83,12.58,Unknown,
TXN-002849,2025-02-07,CUST-0727,Rohit Rodriguez,South,Kochi,65,Female,PROD-0039,Cookbook,Books,2,22.32,0.0,44.64,4.46,Unknown,
TXN-002850,2025-10-24,CUST-0736,Diya Chopra,North,Lucknow,21,Male,PROD-0048,Swimming Goggles,Sports,1,16.81,0.0,16.81,1.68,Unknown,
TXN-002851,2025-06-19,CUST-0451,Ananya Lewis,Central,Indore,59,Female,PROD-0030,Tea Kettle,Home & Kitchen,2,40.05,0.0,80.1,8.01,Unknown,
TXN-002852,2025-10-05,CUST-0039,Ayaan Rao,North,Delhi,39,Male,PROD-0026,Water Bottle,Home & Kitchen,3,17.56,0.0,52.68,5.27,Unknown,
TXN-002853,2024-01-27,CUST-0763,Vikram King,South,Coimbatore,66,Male,PROD-0050,Gym Bag,Sports,2,52.65,0.0,105.3,10.53,Unknown,
TXN-002854,2025-10-07,CUST-0222,Richard Reddy,South,Bangalore,20,Female,PROD-0037,Fiction Novel,Books,1,12.83,0.0,12.83,1.28,Unknown,
TXN-002855,2025-02-26,CUST-0337,Rohit Chopra,East,Kolkata,59,Female,PROD-0007,Keyboard Mechanical,Electronics,1,97.82,0.0,97.82,9.78,Unknown,
TXN-002856,2024-09-16,CUST-0030,Aarav White,East,Guwahati,19,Male,PROD-0047,Tennis Racket,Sports,2,61.92,0.0,123.84,12.38,Unknown,
TXN-002857,2024-09-11,CUST-0368,Robert Hernandez,East,Kolkata,34,Male,PROD-0044,Jump Rope,Sports,1,18.67,0.0,18.67,1.87,Unknown,
TXN-002858,2024-11-28,CUST-0284,Neha Rodriguez,North,Lucknow,46,Other,PROD-0029,Dish Rack,Home & Kitchen,3,28.32,0.0,84.96,8.5,Unknown,
TXN-002859,2024-09-26,CUST-0470,Vikram Johnson,North,Lucknow,41,Male,PROD-0045,Football,Sports,5,29.05,0.0,145.25,14.53,Unknown,
TXN-002860,2025-07-14,CUST-0788,Charles Chopra,East,Guwahati,21,Male,PROD-0011,Cotton T-Shirt,Clothing,1,30.65,0.0,30.65,3.07,Unknown,
TXN-002861,2024-12-22,CUST-0664,Robert Jackson,Central,Nagpur,42,Female,PROD-0021,Coffee Maker,Home & Kitchen,3,62.05,0.0,186.15,18.62,Unknown,
TXN-002862,2024-04-01,CUST-0800,Sandra Wright,Central,Jabalpur,32,Other,PROD-0012,Denim Jeans,Clothing,3,82.97,0.0,248.91,24.89,Unknown,
TXN-002863,2024-08-21,CUST-0342,Ashley Chopra,East,Kolkata,23,Female,PROD-0023,Toaster,Home & Kitchen,2,31.12,0.0,62.24,6.22,Unknown,
TXN-002864,2024-04-02,CUST-0325,Riya Chopra,West,Mumbai,57,Female,PROD-0020,Scarf,Clothing,1,33.28,0.0,33.28,3.33,Unknown,
TXN-002865,2025-05-24,CUST-0655,Isha Patel,East,Kolkata,20,Female,PROD-0026,Water Bottle,Home & Kitchen,1,17.56,0.0,17.56,1.76,Unknown,
TXN-002866,2024-07-26,CUST-0655,Isha Patel,East,Kolkata,20,Female,PROD-0012,Denim Jeans,Clothing,3,82.97,0.0,248.91,24.89,Unknown,
TXN-002867,2024-12-11,CUST-0272,Sai Davis,North,Lucknow,22,Female,PROD-0046,Basketball,Sports,2,39.63,0.0,79.26,7.93,Unknown,
TXN-002868,2024-06-21,CUST-0449,Karan Miller,South,Chennai,67,Other,PROD-0024,Non-Stick Pan,Home & Kitchen,3,32.73,0.0,98.19,9.82,Unknown,
TXN-002869,2025-08-18,CUST-0331,Sara Wright,Central,Nagpur,26,Male,PROD-0002,Bluetooth Headphones,Electronics,1,92.28,0.0,92.28,9.23,Unknown,
TXN-002870,2025-07-27,CUST-0318,Pari Gupta,East,Guwahati,62,Male,PROD-0033,Machine Learning Guide,Books,3,42.63,0.0,127.89,12.79,Unknown,
TXN-002871,2024-07-01,CUST-0304,Patricia Wright,Central,Indore,56,Female,PROD-0049,Cycling Gloves,Sports,2,31.15,0.0,62.3,6.23,Unknown,
TXN-002872,2024-07-22,CUST-0408,Priya Martinez,Central,Nagpur,52,Female,PROD-0040,Travel Guide,Books,2,22.38,0.0,44.76,4.48,Unknown,
TXN-002873,2025-11-10,CUST-0096,Daniel Lopez,North,Lucknow,44,Other,PROD-0006,Webcam Hd,Electronics,3,72.22,0.0,216.66,21.67,Unknown,
TXN-002874,2024-12-14,CUST-0415,Rajesh Allen,West,Pune,30,Other,PROD-0017,Casual Shorts,Clothing,1,29.07,0.0,29.07,2.91,Unknown,
TXN-002875,2025-01-29,CUST-0546,Oliver Mehta,East,Ranchi,45,Female,PROD-0023,Toaster,Home & Kitchen,1,31.12,0.0,31.12,3.11,Unknown,
TXN-002876,2024-10-27,CUST-0107,Meena Jones,South,Chennai,22,Female,PROD-0048,Swimming Goggles,Sports,3,16.81,0.0,50.43,5.04,Unknown,
TXN-002877,2024-11-27,CUST-0629,Sai Garcia,North,Lucknow,36,Female,PROD-0037,Fiction Novel,Books,5,12.83,0.0,64.15,6.42,Unknown,
TXN-002878,2024-09-08,CUST-0231,Oliver Kulkarni,Central,Indore,70,Male,PROD-0029,Dish Rack,Home & Kitchen,3,28.32,0.0,84.96,8.5,Unknown,
TXN-002879,2024-10-07,CUST-0562,Rohit Jones,Central,Jabalpur,59,Female,PROD-0010,External Ssd 1Tb,Electronics,2,77.83,0.0,155.66,15.57,Unknown,
TXN-002880,2025-12-12,CUST-0027,Aarav Young,East,Ranchi,66,Male,PROD-0032,Data Science Handbook,Books,1,42.44,0.0,42.44,4.24,Unknown,
TXN-002881,2025-03-26,CUST-0225,Neha Miller,North,Lucknow,57,Female,PROD-0016,Winter Jacket,Clothing,4,125.83,0.0,503.32,50.33,Unknown,
TXN-002882,2024-10-30,CUST-0664,Robert Jackson,Central,Nagpur,42,Female,PROD-0014,Running Shoes,Clothing,1,41.04,0.0,41.04,4.1,Unknown,
TXN-002883,2025-05-09,CUST-0250,Emma Singh,Central,Jabalpur,53,Female,PROD-0002,Bluetooth Headphones,Electronics,4,92.28,0.0,369.12,36.91,Unknown,
